t,pitch_angle,yaw_angle,err_x_px,err_y_px,u_yaw_dps,u_pitch_dps,score,src
0.0,-1.6,0.0,74.10000000000002,182.32499999999993,13.338000000000003,-32.818499999999986,0.6108061075210571,template
0.6887941360473633,-20.0,8.6,-20.214999999999918,51.463750000000005,-4.324730920412021,-8.317089740156456,0.6345779895782471,template
1.0737724304199219,-20.0,7.7,22.174750000000017,58.63731250000001,4.199144293524,-10.178721827816862,0.6338340640068054,template
1.455143928527832,-20.0,8.9,32.786162500000046,85.523059375,6.145456638517052,-15.56480381022864,0.6513464450836182,template
1.8341631889343262,-20.0,10.6,30.000156875000016,94.93307078124997,5.486741998199346,-17.305545674373054,0.6403402090072632,template
2.1719157695770264,-20.0,12.5,8.22505490625008,94.00157477343748,1.2027160667612544,-17.024796209723156,0.6416895389556885,template
2.562619924545288,-20.0,13.2,-14.996230782812518,93.6755511707031,-3.134913336734622,-16.92126171281171,0.633734405040741,template
2.876540184020996,-20.0,12.1,-21.173680773984415,97.13644290974611,-4.127344841118687,-17.58231243645629,0.6459811329841614,template
3.292290449142456,-20.0,10.6,-16.835788270894568,98.34775501841114,-3.1365755750924045,-17.781401922359898,0.6487556099891663,template
3.7007718086242676,-20.0,9.4,-2.967525894813093,98.77171425644394,-0.4175008133625025,-17.840853144729493,0.6512765884399414,template
4.085524320602417,-20.0,9.1,11.636365936815423,99.57009998975536,2.3431308150265715,-17.983131379937298,0.6464877724647522,template
4.402612686157227,-20.0,9.7,18.69772807788536,99.84953499641438,3.6020745597993122,-18.027995651560143,0.6407811641693115,template
4.759995698928833,-20.0,10.8,13.369204827259864,96.372337248745,2.4511748963155835,-17.348189849800047,0.645743727684021,template
5.089193105697632,-20.0,11.6,6.9542216895409865,98.73031803706073,1.1777007404078366,-17.83166151363972,0.643814206123352,template
5.403318643569946,-20.0,12.0,-4.39102240866066,95.98061131297129,-1.0072350639709426,-17.28804004653223,0.6664720773696899,template
5.710839509963989,-20.0,11.8,-10.311857843031248,98.59321395953998,-2.060312179357805,-17.821741945386233,0.636518657207489,template
6.043583631515503,-20.0,11.1,-11.084150245060982,99.507624885839,-2.1085361282133204,-17.991109698218082,0.644683301448822,template
6.366492748260498,-20.0,10.5,-6.804452585771401,99.82766871004367,-1.2149587855052717,-18.043887658335006,0.6403387784957886,template
6.716386079788208,-20.0,9.9,-3.356558405019996,96.3646840485153,-0.5497267221856096,-17.365453503572997,0.6554942727088928,template
7.212815999984741,-20.0,9.7,6.950204558243058,98.72763941698031,1.3827381115177584,-17.839738056505762,0.657252311706543,template
7.630659818649292,-20.0,10.2,12.507571595385002,99.55467379594313,2.384729723196987,-18.000886768446037,0.6468501091003418,template
8.125454187393188,-20.0,11.1,9.252650058384688,100.49413582858011,1.7004809358164192,-18.17862067996769,0.6473609805107117,template
8.524983644485474,-20.0,11.8,2.9134275204346523,100.82294754000304,0.46368496835752854,-18.23828566583691,0.6480820775032043,template
8.898561000823975,-20.0,12.0,-6.455300367847826,100.93803163900111,-1.3169118296831364,-18.25842228300961,0.6478400230407715,template
9.257158041000366,-20.0,11.5,-10.384355128746733,100.97831107365039,-2.0008980072683693,-18.26614029232038,0.6427837014198303,template
9.722609043121338,-19.9,10.7,-11.109524295061306,96.76740887577762,-2.0731437807795907,-17.465309004193305,0.662118136882782,template
10.129892349243164,-20.0,10.0,-6.813333503271451,95.29359310652217,-1.2101740425558465,-17.207358238962293,0.6481216549873352,template
10.502265930175781,-19.9,9.5,1.515333273855049,73.3277575872828,0.39309894478779384,-12.981115562276832,0.6353980898857117,template
10.90471601486206,-20.0,9.5,8.005366645849335,87.08971515554902,1.5824547914433187,-15.790132169097069,0.6650916337966919,template
11.246010541915894,-20.0,10.0,12.551878326047245,66.8814003044422,2.397644447237851,-11.852066686999303,0.6406633257865906,template
11.571118831634521,-20.0,10.6,11.868157414116581,89.05849010655481,2.1960329647154535,-16.332538746944234,0.6495681405067444,template
11.898437738418579,-20.0,12.0,1.8788550949408318,91.94547153729422,0.21647873479432653,-16.80108330476547,0.6440860033035278,template
