t,pitch_angle,yaw_angle,err_x_px,err_y_px,u_yaw_dps,u_pitch_dps,score,src
3.9485812187194824,15.4,-22.0,-5.971612508866087,6.580941920833141,-0.90270897066416,-2.3312064948047078,0.5,blob
4.124914169311523,15.2,-22.2,-2.3065481307629625,20.202612248541527,-0.23166347807668222,-4.59478474034792,0.5,blob
4.294090270996094,14.4,-22.2,1.300743715004046,28.881697961551993,0.4260473188208179,-5.9334312671215415,0.5,blob
4.490049362182617,13.3,-22.2,3.82048341475263,31.89810367500877,0.8415424360031224,-6.185425407450566,0.5,blob
4.696148633956909,12.4,-22.1,203.0333142195891,-83.91623261124425,41.4536114263761,17.695315394086222,0.5,blob
4.843621492385864,12.7,-16.8,327.6216542427329,-150.27055119730875,65.65030859006671,30.597563516937846,0.5,blob
4.992373466491699,13.8,-9.0,356.97907525777634,-181.32585827825068,68.58561685190182,35.46249250534246,0.5,blob
5.154747009277344,15.4,1.1,314.11139891755465,-165.98680788086295,57.39054297649228,30.824096479170137,0.5,blob
5.306758165359497,16.7,9.6,249.14740929641061,-131.69142512256093,43.14203208953845,23.05718192612602,0.5,blob
5.458230495452881,18.3,17.9,183.1208160426669,-80.87442632966463,29.93795200237837,12.564093168282582,0.5,blob
5.64448618888855,18.7,23.6,110.9785304277334,-50.64337711428203,16.536221188113952,7.31570862795812,0.5,blob
5.826782941818237,18.9,26.8,21.386044778026644,-21.893195124283352,-0.3198084642992134,2.2601980687460603,0.5,blob
5.985060691833496,19.2,27.4,-90.39907089428266,-11.955576830784139,-21.881416775973086,1.005802240005955,0.5,blob
6.137022018432617,20.3,25.0,-207.50939608128374,-44.69612494000967,-44.00585475548801,8.558068758898402,0.5,blob
6.301677703857422,24.0,18.4,-322.6561074528345,-37.802481211006295,-64.90158566066502,6.860378723430656,0.5,blob
6.474350690841675,30.5,6.7,-368.2764698443424,-21.77161278715414,-71.0260289003625,3.491607823175327,0.5,blob
6.694862604141235,35.4,-4.2,-351.90470539882256,5.7984516883498145,-65.34785427453969,-1.8738673153466665,0.5,blob
6.847359657287598,38.7,-12.7,-311.86305850923463,51.71899359742736,-55.83396069895806,-11.222204270774983,0.5,blob
7.004883527755737,40.4,-22.2,-256.0859880310025,90.49234583832776,-44.18497942586116,-18.468851414732143,0.5,blob
7.153111934661865,40.0,-29.0,-190.60589222015165,120.07002479491308,-31.15649190318451,-23.69461515567765,0.5,blob
7.303301095962524,37.7,-34.9,-124.94382994309854,125.82051611669351,-18.739527337269053,-23.875329617236122,0.5,blob
7.459887266159058,34.5,-38.5,-58.46348946301407,130.95833547585073,-6.53732158915351,-24.346671526560648,0.5,blob
7.615244150161743,30.9,-40.3,19.22373184904086,132.197918059303,7.942485707476647,-24.219929502647727,0.5,blob
7.766574859619141,26.9,-39.5,154.5954257018766,64.92864673854695,34.53206256120911,-9.673996665718965,0.5,blob
